      Step     Time          Energy          fmax
FIRE:    8 13:41:09     -523.807617        0.239459
FIRE:    9 13:41:09     -523.813477        0.195393
FIRE:   10 13:41:10     -523.819214        0.215096
FIRE:   11 13:41:10     -523.824768        0.236616
FIRE:   12 13:41:10     -523.831421        0.261818
FIRE:   13 13:41:11     -523.840332        0.290830
FIRE:   14 13:41:11     -523.853577        0.324194
FIRE:   15 13:41:11     -523.874084        0.363384
FIRE:   16 13:41:12     -523.906006        0.411620
FIRE:   17 13:41:12     -523.955444        0.475362
FIRE:   18 13:41:12     -524.034241        0.566854
FIRE:   19 13:41:13     -524.168396        0.707534
FIRE:   20 13:41:13     -524.417847        0.925757
FIRE:   21 13:41:13     -524.910278        1.215098
FIRE:   22 13:41:14     -525.641724        1.383842
FIRE:   23 13:41:14     -526.439392        1.355240
FIRE:   24 13:41:14     -527.235352        1.350730
FIRE:   25 13:41:15     -528.007202        1.190849
FIRE:   26 13:41:15     -528.674805        1.244230
FIRE:   27 13:41:15     -529.286377        1.246415
FIRE:   28 13:41:16     -529.878235        1.232077
FIRE:   29 13:41:16     -530.469543        1.292127
FIRE:   30 13:41:16     -531.063660        1.245923
      Step     Time          Energy          fmax
FIRE:    0 13:41:17     -523.661011        0.722293
FIRE:    1 13:41:17     -523.702759        0.583786
FIRE:    2 13:41:18     -523.759521        0.369444
FIRE:    3 13:41:18     -523.794739        0.166390
FIRE:    4 13:41:18     -523.790588        0.389619
FIRE:    5 13:41:19     -523.792664        0.372974
FIRE:    6 13:41:19     -523.796570        0.340777
FIRE:    7 13:41:20     -523.801758        0.295236
FIRE:    8 13:41:20     -523.807617        0.239459
FIRE:    9 13:41:20     -523.813477        0.195394
FIRE:   10 13:41:21     -523.819214        0.215095
FIRE:   11 13:41:21     -523.824768        0.236615
FIRE:   12 13:41:21     -523.831421        0.261819
FIRE:   13 13:41:22     -523.840332        0.290830
FIRE:   14 13:41:22     -523.853577        0.324195
FIRE:   15 13:41:22     -523.874084        0.363383
FIRE:   16 13:41:23     -523.906006        0.411622
FIRE:   17 13:41:23     -523.955444        0.475362
FIRE:   18 13:41:23     -524.034241        0.566854
FIRE:   19 13:41:24     -524.168396        0.707534
FIRE:   20 13:41:24     -524.417847        0.925757
FIRE:   21 13:41:24     -524.910278        1.215100
FIRE:   22 13:41:25     -525.641724        1.383843
FIRE:   23 13:41:25     -526.439392        1.355240
FIRE:   24 13:41:25     -527.235352        1.350730
FIRE:   25 13:41:26     -528.007202        1.190848
FIRE:   26 13:41:26     -528.674805        1.244230
FIRE:   27 13:41:26     -529.286377        1.246414
FIRE:   28 13:41:27     -529.878235        1.232078
FIRE:   29 13:41:27     -530.469543        1.292126
FIRE:   30 13:41:27     -531.063660        1.245923
      Step     Time          Energy          fmax
FIRE:    0 13:41:28     -523.661011        0.722293
FIRE:    1 13:41:28     -523.702759        0.583786
FIRE:    2 13:41:29     -523.759521        0.369444
FIRE:    3 13:41:29     -523.794739        0.166389
FIRE:    4 13:41:29     -523.790588        0.389619
FIRE:    5 13:41:30     -523.792664        0.372974
FIRE:    6 13:41:30     -523.796631        0.340777
FIRE:    7 13:41:30     -523.801758        0.295236
FIRE:    8 13:41:31     -523.807617        0.239461
FIRE:    9 13:41:31     -523.813477        0.195394
FIRE:   10 13:41:31     -523.819214        0.215095
FIRE:   11 13:41:32     -523.824768        0.236616
FIRE:   12 13:41:32     -523.831421        0.261819
FIRE:   13 13:41:32     -523.840332        0.290828
FIRE:   14 13:41:33     -523.853577        0.324192
FIRE:   15 13:41:33     -523.874084        0.363382
FIRE:   16 13:41:33     -523.906006        0.411622
FIRE:   17 13:41:34     -523.955444        0.475358
FIRE:   18 13:41:34     -524.034241        0.566853
FIRE:   19 13:41:34     -524.168396        0.707530
FIRE:   20 13:41:35     -524.417847        0.925749
FIRE:   21 13:41:35     -524.910278        1.215100
FIRE:   22 13:41:35     -525.641724        1.383844
FIRE:   23 13:41:36     -526.439392        1.355242
FIRE:   24 13:41:36     -527.235352        1.350732
FIRE:   25 13:41:36     -528.007202        1.190849
FIRE:   26 13:41:37     -528.674805        1.244229
FIRE:   27 13:41:37     -529.286377        1.246413
FIRE:   28 13:41:37     -529.878235        1.232077
FIRE:   29 13:41:38     -530.469543        1.292127
FIRE:   30 13:41:38     -531.063660        1.245923
      Step     Time          Energy          fmax
FIRE:    0 13:41:39     -523.661011        0.722293
FIRE:    1 13:41:39     -523.702759        0.583786
FIRE:    2 13:41:40     -523.759521        0.369444
FIRE:    3 13:41:40     -523.794739        0.166390
FIRE:    4 13:41:40     -523.790588        0.389619
FIRE:    5 13:41:41     -523.792664        0.372973
FIRE:    6 13:41:41     -523.796631        0.340773
FIRE:    7 13:41:41     -523.801758        0.295236
FIRE:    8 13:41:42     -523.807617        0.239460
FIRE:    9 13:41:42     -523.813477        0.195394
FIRE:   10 13:41:42     -523.819214        0.215095
FIRE:   11 13:41:43     -523.824768        0.236615
FIRE:   12 13:41:43     -523.831421        0.261819
FIRE:   13 13:41:43     -523.840332        0.290830
FIRE:   14 13:41:44     -523.853577        0.324195
FIRE:   15 13:41:44     -523.874084        0.363382
FIRE:   16 13:41:44     -523.906006        0.411621
FIRE:   17 13:41:45     -523.955444        0.475362
FIRE:   18 13:41:45     -524.034241        0.566853
FIRE:   19 13:41:45     -524.168396        0.707535
FIRE:   20 13:41:46     -524.417847        0.925758
FIRE:   21 13:41:46     -524.910278        1.215097
FIRE:   22 13:41:46     -525.641724        1.383843
FIRE:   23 13:41:47     -526.439392        1.355240
FIRE:   24 13:41:47     -527.235352        1.350728
FIRE:   25 13:41:47     -528.007202        1.190849
FIRE:   26 13:41:48     -528.674805        1.244229
FIRE:   27 13:41:48     -529.286377        1.246416
FIRE:   28 13:41:48     -529.878235        1.232077
FIRE:   29 13:41:49     -530.469482        1.292126
FIRE:   30 13:41:49     -531.063660        1.245923
      Step     Time          Energy          fmax
FIRE:    0 13:41:50     -586.850220        0.707543
FIRE:    1 13:41:51     -586.875793        0.654433
FIRE:    2 13:41:51     -586.918823        0.547331
FIRE:    3 13:41:51     -586.964966        0.385590
FIRE:    4 13:41:52     -586.997620        0.172835
FIRE:    5 13:41:52     -587.005127        0.205799
FIRE:    6 13:41:52     -587.005615        0.198877
FIRE:    7 13:41:53     -587.006592        0.185364
FIRE:    8 13:41:53     -587.007812        0.165862
FIRE:    9 13:41:53     -587.009216        0.141245
FIRE:   10 13:41:54     -587.010620        0.112577
FIRE:   11 13:41:54     -587.011780        0.081068
FIRE:   12 13:41:54     -587.012634        0.048153
      Step     Time          Energy          fmax
FIRE:    0 13:41:55     -586.850220        0.707543
FIRE:    1 13:41:55     -586.875793        0.654433
FIRE:    2 13:41:56     -586.918823        0.547331
FIRE:    3 13:41:56     -586.964966        0.385590
FIRE:    4 13:41:56     -586.997620        0.172835
FIRE:    5 13:41:57     -587.005127        0.205799
FIRE:    6 13:41:57     -587.005615        0.198877
FIRE:    7 13:41:57     -587.006592        0.185363
FIRE:    8 13:41:58     -587.007812        0.165863
FIRE:    9 13:41:58     -587.009216        0.141245
FIRE:   10 13:41:58     -587.010620        0.112576
FIRE:   11 13:41:59     -587.011780        0.081068
FIRE:   12 13:41:59     -587.012634        0.048153
      Step     Time          Energy          fmax
FIRE:    0 13:42:00     -586.850220        0.707543
FIRE:    1 13:42:00     -586.875793        0.654433
FIRE:    2 13:42:01     -586.918823        0.547331
FIRE:    3 13:42:01     -586.964966        0.385590
FIRE:    4 13:42:01     -586.997620        0.172835
FIRE:    5 13:42:02     -587.005127        0.205799
FIRE:    6 13:42:02     -587.005615        0.198877
FIRE:    7 13:42:02     -587.006592        0.185362
FIRE:    8 13:42:03     -587.007812        0.165862
FIRE:    9 13:42:03     -587.009216        0.141246
FIRE:   10 13:42:03     -587.010620        0.112576
FIRE:   11 13:42:04     -587.011780        0.081068
FIRE:   12 13:42:04     -587.012634        0.048153
      Step     Time          Energy          fmax
FIRE:    0 13:42:05     -586.850220        0.707543
FIRE:    1 13:42:05     -586.875793        0.654433
FIRE:    2 13:42:06     -586.918823        0.547331
FIRE:    3 13:42:06     -586.964966        0.385590
FIRE:    4 13:42:06     -586.997620        0.172835
FIRE:    5 13:42:07     -587.005127        0.205799
FIRE:    6 13:42:07     -587.005615        0.198877
FIRE:    7 13:42:07     -587.006592        0.185363
FIRE:    8 13:42:08     -587.007812        0.165862
FIRE:    9 13:42:08     -587.009216        0.141245
FIRE:   10 13:42:08     -587.010620        0.112577
FIRE:   11 13:42:09     -587.011780        0.081068
FIRE:   12 13:42:09     -587.012634        0.048153
      Step     Time          Energy          fmax
FIRE:    0 13:42:10     -586.850220        0.707543
FIRE:    1 13:42:10     -586.875793        0.654433
FIRE:    2 13:42:10     -586.918823        0.547331
FIRE:    3 13:42:11     -586.964966        0.385590
FIRE:    4 13:42:11     -586.997620        0.172835
FIRE:    5 13:42:11     -587.005127        0.205798
FIRE:    6 13:42:12     -587.005615        0.198877
FIRE:    7 13:42:12     -587.006592        0.185363
FIRE:    8 13:42:12     -587.007812        0.165862
FIRE:    9 13:42:13     -587.009216        0.141246
FIRE:   10 13:42:13     -587.010620        0.112577
FIRE:   11 13:42:14     -587.011780        0.081068
FIRE:   12 13:42:14     -587.012634        0.048154
      Step     Time          Energy          fmax
FIRE:    0 13:42:15     -586.850220        0.707543
FIRE:    1 13:42:15     -586.875793        0.654433
FIRE:    2 13:42:15     -586.918823        0.547331
FIRE:    3 13:42:16     -586.964966        0.385590
FIRE:    4 13:42:16     -586.997620        0.172835
FIRE:    5 13:42:16     -587.005127        0.205799
FIRE:    6 13:42:17     -587.005615        0.198877
FIRE:    7 13:42:17     -587.006592        0.185363
FIRE:    8 13:42:17     -587.007812        0.165862
FIRE:    9 13:42:18     -587.009216        0.141247
FIRE:   10 13:42:18     -587.010620        0.112577
FIRE:   11 13:42:18     -587.011780        0.081068
FIRE:   12 13:42:19     -587.012634        0.048153
      Step     Time          Energy          fmax
FIRE:    0 13:42:20     -406.557678        0.871359
FIRE:    1 13:42:20     -406.601898        0.801995
FIRE:    2 13:42:21     -406.676239        0.660299
FIRE:    3 13:42:21     -406.755493        0.436679
FIRE:    4 13:42:21     -406.810181        0.208178
FIRE:    5 13:42:22     -406.824799        0.432564
FIRE:    6 13:42:22     -406.827942        0.405199
FIRE:    7 13:42:22     -406.833618        0.354401
FIRE:    8 13:42:23     -406.840668        0.286535
FIRE:    9 13:42:23     -406.847961        0.208347
FIRE:   10 13:42:23     -406.854553        0.137145
FIRE:   11 13:42:24     -406.859802        0.127750
FIRE:   12 13:42:24     -406.863739        0.117595
FIRE:   13 13:42:24     -406.866913        0.106075
FIRE:   14 13:42:25     -406.870026        0.162965
FIRE:   15 13:42:25     -406.873993        0.201384
FIRE:   16 13:42:25     -406.879700        0.213567
FIRE:   17 13:42:25     -406.887360        0.194405
FIRE:   18 13:42:26     -406.895935        0.141474
FIRE:   19 13:42:26     -406.903595        0.098705
FIRE:   20 13:42:26     -406.909363        0.170161
FIRE:   21 13:42:27     -406.915649        0.200262
FIRE:   22 13:42:27     -406.925171        0.163260
FIRE:   23 13:42:27     -406.935455        0.068931
FIRE:   24 13:42:28     -406.942017        0.114429
FIRE:   25 13:42:28     -406.948059        0.122302
FIRE:   26 13:42:28     -406.957306        0.066060
FIRE:   27 13:42:29     -406.965454        0.083345
FIRE:   28 13:42:29     -406.975220        0.098898
FIRE:   29 13:42:29     -406.987213        0.042830
      Step     Time          Energy          fmax
FIRE:    0 13:42:30     -406.557678        0.871358
FIRE:    1 13:42:31     -406.601898        0.801995
FIRE:    2 13:42:31     -406.676270        0.660300
FIRE:    3 13:42:31     -406.755493        0.436679
FIRE:    4 13:42:32     -406.810181        0.208177
FIRE:    5 13:42:32     -406.824768        0.432564
FIRE:    6 13:42:32     -406.827942        0.405199
FIRE:    7 13:42:33     -406.833588        0.354389
FIRE:    8 13:42:33     -406.840668        0.286535
FIRE:    9 13:42:33     -406.847961        0.208333
FIRE:   10 13:42:33     -406.854523        0.137145
FIRE:   11 13:42:34     -406.859833        0.127749
FIRE:   12 13:42:34     -406.863739        0.117595
FIRE:   13 13:42:35     -406.866913        0.106075
FIRE:   14 13:42:35     -406.870026        0.162965
FIRE:   15 13:42:35     -406.873962        0.201383
FIRE:   16 13:42:36     -406.879700        0.213566
FIRE:   17 13:42:36     -406.887329        0.194404
FIRE:   18 13:42:37     -406.895935        0.141475
FIRE:   19 13:42:37     -406.903595        0.098705
FIRE:   20 13:42:37     -406.909363        0.170161
FIRE:   21 13:42:38     -406.915649        0.200261
FIRE:   22 13:42:38     -406.925171        0.163259
FIRE:   23 13:42:38     -406.935455        0.068931
FIRE:   24 13:42:39     -406.942017        0.114438
FIRE:   25 13:42:39     -406.948059        0.122317
FIRE:   26 13:42:39     -406.957275        0.066059
FIRE:   27 13:42:40     -406.965454        0.083344
FIRE:   28 13:42:40     -406.975250        0.098897
FIRE:   29 13:42:40     -406.987244        0.042826
      Step     Time          Energy          fmax
FIRE:    0 13:42:41     -406.557678        0.871358
FIRE:    1 13:42:41     -406.601898        0.801995
FIRE:    2 13:42:42     -406.676239        0.660299
FIRE:    3 13:42:42     -406.755493        0.436679
FIRE:    4 13:42:42     -406.810181        0.208178
FIRE:    5 13:42:43     -406.824799        0.432564
FIRE:    6 13:42:43     -406.827942        0.405200
FIRE:    7 13:42:43     -406.833618        0.354401
FIRE:    8 13:42:44     -406.840668        0.286535
FIRE:    9 13:42:44     -406.847961        0.208346
FIRE:   10 13:42:44     -406.854553        0.137145
FIRE:   11 13:42:45     -406.859833        0.127749
FIRE:   12 13:42:45     -406.863739        0.117595
FIRE:   13 13:42:45     -406.866882        0.106075
FIRE:   14 13:42:46     -406.869995        0.162965
FIRE:   15 13:42:46     -406.873993        0.201385
FIRE:   16 13:42:46     -406.879700        0.213568
FIRE:   17 13:42:47     -406.887329        0.194404
FIRE:   18 13:42:47     -406.895935        0.141475
FIRE:   19 13:42:47     -406.903595        0.098706
FIRE:   20 13:42:48     -406.909363        0.170157
FIRE:   21 13:42:48     -406.915649        0.200254
FIRE:   22 13:42:48     -406.925171        0.163262
FIRE:   23 13:42:49     -406.935455        0.068931
FIRE:   24 13:42:49     -406.942017        0.114437
FIRE:   25 13:42:49     -406.948059        0.122309
FIRE:   26 13:42:50     -406.957306        0.066061
FIRE:   27 13:42:50     -406.965454        0.083343
FIRE:   28 13:42:50     -406.975250        0.098913
FIRE:   29 13:42:51     -406.987244        0.042826
      Step     Time          Energy          fmax
FIRE:    0 13:42:51     -406.557678        0.871359
FIRE:    1 13:42:52     -406.601898        0.801995
FIRE:    2 13:42:52     -406.676239        0.660299
FIRE:    3 13:42:52     -406.755493        0.436679
FIRE:    4 13:42:53     -406.810181        0.208177
