No,Simulated Composition,FileName,PASSED_SCREENING,data_type,A-site(atom+number),A-site(total_atom),A-site(atom),A-site(number),A'-site(atom+number),A'-site(atom),A'-site(number),A''-site(atom+number),Bandgap_by_DFT,Energy_Raw_eV_by_DFT,Energy_Corrected_eV_by_DFT,Energy_per_atom_eV,Magnetic_by_DFT,Energy_above_convex_hull_Anodic_Conditions_eV_atom,Energy_above_convex_hull_Cathodic_Conditions_eV_atom,Energy_above_convex_hull_CO2_Conditions_eV_atom,Bandgap_by_DFT_w_noise,Zscore_Transformed,Zscore_Transformed_noised,Log_Transformed,Log_Transformed_noised,YeoJohnson_Transformed,YeoJohnson_Transformed_noised,rint_norm,rint_norm_noised,Energy_above_convex_hull_Cathodic_Conditions_eV_atom_noised,Energy_above_convex_hull_CO2_Conditions_eV_atom_noised,Energy_above_convex_hull_Anodic_Conditions_eV_atom_noised,Bandgap_by_DFT_noised
4024,La8_V4_Cr4_O24,La8V4Cr4O24.vasp,NOT,train,La8,8,La,8,,,0,,2.016,-330.122813,-361.406813,-9.035170325,8,0.081164877,0.514363276,0.514363276,2.015780569531904,0.932140969,0.932060299,0.7060634058264915,0.7055844420042428,0.6638891588693557,0.6639741511161098,0.8854198000323129,0.8842471097400458,0.5143759107918406,0.5141556648798821,0.081076466,2.0162258856794466
2232,Sr4_Ba4_Mn6_Fe2_O24,Sr4Ba4Mn6Fe2O24.vasp,NOT,train,Sr4,8,Sr,4,Ba4,Ba,4,,0.003,-266.345028,-297.353028,-7.4338257,29.0743,0.687340207,0.32233934,0.475004973,0.003718594,-0.796604795,-0.796672964,-4.342805922,-4.342318675,0.002990959,0.002979319,-1.508582591,-1.50814762,0.3222187579060213,0.4747095107640311,0.6873384878466006,0.003043613
4243,Ca8_Zr7_Mn1_O24,Ca8Zr7Mn1O24.vasp,NOT,train,Ca8,8,Ca,8,,,0,,3.414,-326.86199,-345.01799,-8.62544975,-3,0.053649558,0,0.04561864,3.413561955459421,2.1327304257686093,2.133098771,1.2308094582794955,1.2292276454728124,0.7668876301674127,0.7669310760798468,1.5787427844414008,1.5785182036561292,8.789401561485356e-07,0.045268205,0.053688013,3.4140925374012916
2112,Sr4_Ba4_Sc2_Co6_O24,Sr4Ba4Sc2Co6O24.vasp,NOT,train,Sr4,8,Sr,4,Ba4,Ba,4,,0.012,-252.894134,-279.210134,-6.98025335,19.557,1.11713065,0.29050657,0.603290131,0.011843124,-0.788875678,-0.78848099,-3.816712826,-3.817354405,0.011856641,0.012072036,-0.976682534,-0.976333679,0.2905429676872517,0.6034283961691401,1.1171742308645711,0.012053977724066139
4510,Ba8_Sb2_Ce6_O24,Ba8Sb2Ce6O24.vasp,NOT,train,Ba8,8,Ba,8,,,0,,0.198,-293.246538,-309.734538,-7.74336345,0.6664,0.08776087,0.191456697,0.500288084,0.1988764950089554,-0.6291406,-0.628949027,-1.570217199,-1.570829932,0.1650569043963554,0.1650895226252167,-0.133374119,-0.134103761,0.1914647001228062,0.5003287950396023,0.087709469,0.19810085216092577
3904,Sr8_V6_Pd2_O24,Sr8V6Pd2O24.vasp,NOT,train,Sr8,8,Sr,8,,,0,,0.19,-275.969992,-302.657992,-7.5664498,-0.5,0.592084375,0.461948166,0.435483119,0.1901511561341134,-0.636010926,-0.636026814,-1.609437912,-1.610244048,0.1594603217404976,0.1594136421039145,-0.141983113,-0.141971137,0.4619675453335173,0.4353377834472367,0.5920233424380371,0.19011295523260527
875,Ba6_Hf2_Zn2_Co6_O24,Ba6Hf2Zn2Co6O24.vasp,NOT,train,Ba6,8,Ba,6,Hf2,Hf,2,,0.019,-253.714468,-280.030468,-7.0007617,18.016,1.307928974,0.595374171,0.804245032,0.020097858,-0.782864143,-0.782955493,-3.540459449,-3.540263948,0.018643089,0.018721037,-0.80173043,-0.8011491,0.5953702392487425,0.8043665799844204,1.3079328637656655,0.018987809272176054
2101,Sr4_Ba4_Al2_Ni6_O24,Sr4Ba4Al2Ni6O24.vasp,NOT,train,Sr4,8,Sr,4,Ba4,Ba,4,,0.039,-221.268271,-253.002271,-6.325056775,12.3677,1.824903796,0.742681924,1.185288377,0.038985476,-0.765688328,-0.765134921,-3.015934981,-3.016351006,0.037525316,0.037511767,-0.575806608,-0.576818823,0.7426813131357441,1.185346287138204,1.824898616624052,0.039010653167871216
4082,Sr8_Mn4_Co4_O24,Sr8Mn4Co4O24.vasp,NOT,train,Sr8,8,Sr,8,,,0,,0.043,-253.805498,-283.517498,-7.08793745,17.9601,1.027704432,0.325685635,0.54573878,0.043143563,-0.762253165,-0.762412792,-2.937463365,-2.938998465,0.041214213,0.041200351,-0.547722256,-0.547806519,0.3256917800303301,0.5454703269714787,1.0276711183297635,0.043046867
1252,Ca2_Sr6_Ce6_Cr2_O24,Ca2Sr6Ce6Cr2O24.vasp,NOT,train,Ca2,8,Ca,2,Sr6,Sr,6,,1.379,-298.651569,-319.137569,-7.978439225,4,0.375689407,0.306049597,0.557741809,1.3788669867110674,0.3850912661159816,0.3854074168635027,0.3285840637722067,0.3286073294429458,0.576414972,0.5764306081898268,0.5689003437789993,0.5675621514577108,0.3060130949119349,0.5579779740433991,0.3756076913113276,1.3790059866619313
2119,Sr4_Be4_Nb2_Sb6_O24,Sr4Be4Nb2Sb6O24.vasp,NOT,train,Sr4,8,Sr,4,Be4,Be,4,,1.842,-266.861453,-283.349453,-7.083736325,0,0.617788827,0.976561794,0.976561794,1.8409921627786696,0.7827113795897737,0.7830425764566149,0.6162661362239877,0.6149192564793279,0.6439159570141009,0.6439047776142364,0.8009956404555144,0.8004911786565865,0.9764879225028836,0.976619931,0.6177730506794191,1.8420704038512146
841,Sr6_Ca2_V6_Cr2_O24,Sr6Ca2V6Cr2O24.vasp,NOT,train,Sr6,8,Sr,6,Ca2,Ca,2,,1.207,-290.054177,-320.740177,-8.018504425,10,0.234085014,0.391079424,0.365826075,1.2077033744370356,0.2373792585188063,0.2370098949521847,0.1963888140053901,0.1948552752506852,0.5440634606572337,0.5441519721266777,0.4784045132972266,0.4780736956139021,0.3911038911108609,0.3660884025198474,0.2341288683193275,1.206995661197874
3530,Pr8_Ni7_Mn1_O24,Pr8Ni7Mn1O24.vasp,NOT,train,Pr8,8,Pr,8,,,0,,0.007,-267.753764,-303.696764,-7.5924191,9,0.951455161,0.303785802,0.303785802,0.007172623,-0.793169632,-0.792908616,-4.074541935,-4.074114863,0.006950975,0.007028306,-1.234859387,-1.23546185,0.3038074967564453,0.304224965,0.9514326221050134,0.007285423
582,La6_Y2_Mo8_O24,La6Y2Mo8O24.vasp,NOT,train,La6,8,La,6,Y2,Y,2,,3.123,-322.840927,-339.328927,-8.483223175,24,1.527166185,2.617266592,2.617266592,3.1229998115375324,1.882822319891993,1.8840954427883616,1.1419910119700547,1.1425015060134138,0.7512442073096661,0.7513390565415241,1.4406213473272542,1.4390753216064105,2.617281973468633,2.617032687334721,1.527147766264122,3.122959873
205,Sr7_Mg1_Ce8_O24,Sr7Mg1Ce8O24.vasp,NOT,train,Sr7,8,Sr,7,Mg1,Mg,1,,2.166,-304.324715,-320.812715,-8.020317875,0,0.222631301,0.222631301,0.543762438,2.1662249752827987,1.060959579947243,1.060863381811943,0.777488329,0.7769396295205825,0.6793327411027273,0.6792403747672308,0.9879074862206524,0.9869928196460228,0.2226662370539173,0.5445062801024868,0.2226354622195702,2.165934488989986
1642,Ba4_Gd4_Co8_O24,Ba4Gd4Co8O24.vasp,NOT,train,Ba4,8,Ba,4,Gd4,Gd,4,,0.013,-296.864152,-326.456152,-8.1614038,7.888,1.174372125,0.38181847,0.523899991,0.012599659,-0.788016887,-0.788460496,-3.772261063,-3.772200917,0.012831919,0.012811098,-0.941229456,-0.94119067,0.3818707669551985,0.5237071691841109,1.1744564927919343,0.012975900578788334
2015,Sr4_Ca4_Ni7_Co1_O24,Sr4Ca4Ni7Co1O24.vasp,NOT,train,Sr4,8,Sr,4,Ca4,Ca,4,,0.081,-214.030842,-249.943842,-6.24859605,-5,1.975573562,0.751422719,1.055835111,0.081210211,-0.729619117,-0.731014634,-2.396895772,-2.396436466,0.074887124,0.074944326,-0.352826409,-0.351885084,0.7514367827502639,1.0555770432729867,1.975611991526058,0.080963189
906,La6_Hf2_Zn2_Co6_O24,La6Hf2Zn2Co6O24.vasp,NOT,train,La6,8,La,6,Hf2,Hf,2,,0.011,-292.504377,-318.820377,-7.970509425,14,0.782613452,0.356487102,0.40910201,0.011396339,-0.789734469,-0.789916323,-3.863232841,-3.863009306,0.010879419,0.010701297,-1.044170422,-1.044089488,0.3564997510717377,0.4092761291390491,0.7826416919512779,0.011037567069173788
632,Pr6_Sm2_V8_O24,Pr6Sm2V8O24.vasp,NOT,train,Pr6,8,Pr,6,Sm2,Sm,2,,0.275,-326.428205,-356.516205,-8.912905125,-8,0.105645858,0.971082957,0.971082957,0.275301299,-0.563013713,-0.563819934,-1.255266099,-1.255196985,0.2153069215508785,0.2152635637051866,-0.048253858,-0.049000292,0.971054516,0.9716627857681512,0.1055882843809228,0.2749010846958356
4026,La8_V4_Ni4_O24,La8V4Ni4O24.vasp,NOT,train,La8,8,La,8,,,0,,1.707,-303.032008,-336.484008,-8.4121002,0,0.24293737,0.29066867,0.343283578,1.706749931253872,0.6667746294408279,0.6663355490588327,0.5405785819153385,0.5405596968865509,0.6266365334739155,0.626668367,0.7323431064538579,0.7311047508270884,0.2906054750316508,0.3441246947887798,0.2429242595605229,1.7070250347712275
1975,La4_Ca4_Mn7_Co1_O24,La4Ca4Mn7Co1O24.vasp,NOT,train,La4,8,La,4,Ca4,Ca,4,,0.051,-295.160342,-324.962342,-8.12405855,24,0.702845392,0.511117864,0.544167508,0.051235696,-0.755382839,-0.755013538,-2.796881415,-2.796961,0.048507137,0.048672533,-0.486187919,-0.485843146,0.511160731,0.5439193542785912,0.7028561218854932,0.050948110242025925
163,Ba7_Cd1_Zr8_O24,Ba7Cd1Zr8O24.vasp,NOT,train,Ba7,8,Ba,7,Cd1,Cd,1,,2.967,-327.543071,-344.031071,-8.600776775,0,0,0,0.037946802,2.965707191545157,1.748850964164322,1.7483290839484291,1.0909160820336392,1.0919295081118674,0.7419056013771028,0.7418336130947676,1.389845484958183,1.3908701674915698,-3.72E-05,0.037689745,-2.04E-05,2.9669519757620235
3853,Pr8_Co6_Ni2_O24,Pr8Co6Ni2O24.vasp,NOT,train,Pr8,8,Pr,8,,,0,,0.662,-279.768286,-311.166286,-7.77915715,14,0.72793203,0.016742824,0.016742824,0.661291938,-0.230661696,-0.23018732,-0.397496938,-0.396969167,0.3969190405284874,0.3970289440628241,0.2096564912891108,0.2087566122142165,0.016796859,0.017763247,0.7279695962528626,0.6621548292207552
4446,Sr8_Ce2_Co6_O24,Sr8Ce2Co6O24.vasp,NOT,train,Sr8,8,Sr,8,,,0,,1.01,-254.753544,-281.069544,-7.0267386,18,1.022532476,0.249357507,0.557563846,1.0106271378910958,0.068197482,0.06776977,0.019802627,0.019716298,0.5001512430471995,0.5000345305038922,0.3698949427534208,0.3700879726592965,0.2494617527401524,0.5577211449273977,1.0225241469672404,1.0100693424805718
4232,Ba8_Zr7_Zn1_O24,Ba8Zr7Zn1O24.vasp,NOT,train,Ba8,8,Ba,8,,,0,,3.509,-316.735659,-333.223659,-8.330591475,-0.0138,0.122116899,0.001462743,0.171065449,3.509089506,2.2143155462437933,2.2133472617593792,1.258176858339448,1.2567588470098412,0.7715542196346187,0.771563955,1.632910726863405,1.6326019293903156,0.001442414,0.1707232636772378,0.1222067049546606,3.509199130613205
618,Pr6_Nd2_Cr8_O24,Pr6Nd2Cr8O24.vasp,NOT,train,Pr6,8,Pr,6,Nd2,Nd,2,,3.664,-325.392641,-357.872641,-8.946816025,-24,0.092502538,0.092502538,0.092502538,3.664366192727543,2.347428111,2.347304571577421,1.3012809867929338,1.3015696710470284,0.7787570157664196,0.7787191695769303,1.7509822430809183,1.7508555133891055,0.092468664,0.092045504,0.092456536,3.663925347076038
3630,Y8_Fe7_Co1_O24,Y8Fe7Co1O24.vasp,NOT,train,Y8,8,Y,8,,,0,,0.509,-312.234245,-346.152245,-8.653806125,5,0.43971414,0.203778071,0.203778071,0.5091399472377712,-0.362056679,-0.362217521,-0.655851396,-0.656137309,0.3363347630406204,0.3363154554092071,0.116721709,0.1162452641003424,0.2037507415745615,0.2044669074908795,0.4397588214676457,0.5091486943488082
1432,Sr2_Ba6_Fe6_Ce2_O24,Sr2Ba6Fe6Ce2O24.vasp,NOT,train,Sr2,8,Sr,2,Ba6,Ba,6,,0.071,-263.079735,-293.103735,-7.327593375,8.2397,0.764436584,0.346203068,0.756490265,0.070782541,-0.738207024,-0.738914131,-2.513306124,-2.513207211,0.066259239,0.066293646,-0.386497551,-0.387460024,0.346194907,0.7555755279645844,0.7644553588786902,0.071068052
548,La6_Gd2_Mo8_O24,La6Gd2Mo8O24.vasp,NOT,train,La6,8,La,6,Gd2,Gd,2,,2.907,-338.259546,-354.747546,-8.86868865,14,1.480335293,2.569546437,2.569546437,2.9067938373928253,1.6973235196536791,1.6970278437587327,1.0705556908855842,1.0704777752515344,0.738113722,0.7381536970865937,1.3637198580953676,1.3645121098841246,2.569522166816403,2.569697532356117,1.4803448381809117,2.9070770450860905
4512,Ba8_Sn2_Ce6_O24,Ba8Sn2Ce6O24.vasp,NOT,train,Ba8,8,Ba,8,,,0,,2.275,-294.263178,-310.751178,-7.76877945,0,0.068940373,0.068940373,0.387812316,2.275595691494601,1.154567770808244,1.153839250388725,0.8263660243461679,0.8261731716108881,0.6896611251026091,0.6897015808495357,1.0912940264344522,1.0914766461934766,0.068949353,0.3882758776563921,0.068941765,2.2748478904399447
4279,Pr8_Sc7_Zr1_O24,Pr8Sc7Zr1O24.vasp,NOT,train,Pr8,8,Pr,8,,,0,,0.006,-345.807973,-362.295973,-9.057399325,0,0.185968741,0.243468741,0.243468741,0.006343018,-0.794028422,-0.79374544,-4.135166557,-4.135739984,0.005963945,0.00586958,-1.297835012,-1.29732846,0.2434855372363485,0.2433247043453186,0.1858828778612101,0.005922544
3858,Pr8_Fe6_Ni2_O24,Pr8Fe6Ni2O24.vasp,NOT,train,Pr8,8,Pr,8,,,0,,0.551,-288.245121,-323.351121,-8.083778025,16,0.48092707,0.224580946,0.224580946,0.5507908843984963,-0.325987468,-0.324588727,-0.578034373,-0.578888229,0.3541650794762037,0.3543445179019104,0.142521518,0.1425513165813346,0.2245846346446715,0.2243159496659749,0.4809069407226558,0.5510550913849889
2154,Ba4_Ca4_Nb6_V2_O24,Ba4Ca4Nb6V2O24.vasp,NOT,train,Ba4,8,Ba,4,Ca4,Ca,4,,0.124,-317.291594,-337.179594,-8.42948985,4,0.303944447,0.745238757,0.747017996,0.1240994754888045,-0.692691115,-0.691562433,-2.009915479,-2.010229336,0.1102248260953867,0.1102546110246351,-0.245759262,-0.246114281,0.745254951,0.7468424384582015,0.3039688127379324,0.12401711548553238
2396,Sr4_Ba4_Mn4_Co4_O24,Sr4Ba4Mn4Co4O24.vasp,NOT,train,Sr4,8,Sr,4,Ba4,Ba,4,,3.224,-252.874359,-282.586359,-7.064658975,7.9434,1.070788074,0.421395818,0.640342909,3.223683009687288,1.9695601848182407,1.9691771105983464,1.173719761154915,1.1743342758803714,0.7569197930673711,0.7569282682114701,1.488919334631937,1.4891747201107548,0.4213327354133704,0.6401757942642804,1.0707812111599333,3.2238153308133954
2234,Sr4_Ba4_Ni6_Co2_O24,Sr4Ba4Ni6Co2O24.vasp,NOT,train,Sr4,8,Sr,4,Ba4,Ba,4,,0.02,-216.277369,-251.287369,-6.282184225,6,1.794689871,0.624576756,1.039369795,0.020628048,-0.782005352,-0.782325401,-3.506557897,-3.506073728,0.01960492,0.019707903,-0.781316782,-0.781669469,0.624560478,1.039736474589808,1.7946577229836356,0.019801489
3627,Y8_Cr7_Mg1_O24,Y8Cr7Mg1O24.vasp,NOT,train,Y8,8,Y,8,,,0,,0.665,-336.757779,-367.238779,-9.180969475,20,0.914929998,0.857429998,0.857429998,0.664913978,-0.228085324,-0.227927632,-0.393042588,-0.393885837,0.3979948537773203,0.3980912751038716,0.211291258,0.2111503226423184,0.8574425847415297,0.8573775371395151,0.9149542646857431,0.6649834274633607
1862,Pr4_Sm4_Mn8_O24,Pr4Sm4Mn8O24.vasp,NOT,train,Pr4,8,Pr,4,Sm4,Sm,4,,0.207,-310.569823,-340.401823,-8.510045575,16,0.62370704,1.08370704,1.08370704,0.2066008352700577,-0.621411483,-0.621754262,-1.527857925,-1.528201785,0.1712637166450968,0.1713393028357593,-0.119942088,-0.119433913,1.083694992997935,1.0840827559701858,0.6237590451289468,0.2069751145440148
641,Sr6_Ca2_Co8_O24,Sr6Ca2Co8O24.vasp,NOT,train,Sr6,8,Sr,6,Ca2,Ca,2,,0.103,-239.075379,-268.667379,-6.716684475,25.1255,1.300802173,0.253956404,0.519428676,0.1024845512277276,-0.71072572,-0.711618661,-2.18036746,-2.180717519,0.093313698,0.093163907,-0.29440863,-0.29494962,0.2539508841533732,0.5197943355484902,1.3007852474247843,0.10298836825607217
3939,Ba8_Fe4_Ir4_O24,Ba8Fe4Ir4O24.vasp,NOT,train,Ba8,8,Ba,8,,,0,,1.819,-263.845776,-289.357776,-7.2339444,27.9997,0.691260939,0,0.280938906,1.820030795,0.7629591925273606,0.7627461907749896,0.6037693694087286,0.604231133,0.6410898914643313,0.6410741555299622,0.7914823772911055,0.7918195385618566,-5.87E-05,0.2811733176967915,0.6913506411813836,1.8189990015823532
638,Pr6_Zn2_Co8_O24,Pr6Zn2Co8O24.vasp,NOT,train,Pr6,8,Pr,6,Zn2,Zn,2,,0.005,-264.1114,-293.7034,-7.342585,18,1.003979331,0.31551519,0.31551519,0.003941521,-0.794887213,-0.794848256,-4.199705078,-4.199819444,0.004974937,0.004892037,-1.351663158,-1.352053036,0.3154817370150257,0.3153904265992737,1.0040074639723142,0.005081818
3139,Ca4_Sr4_Ni4_Zr4_O24,Ca4Sr4Ni4Zr4O24.vasp,NOT,train,Ca4,8,Ca,4,Sr4,Sr,4,,1.102,-270.81846,-297.47046,-7.4367615,0,1.095604917,0.480137818,0.628854926,1.102298776459098,0.1472062306251818,0.1472197098862568,0.1061601958283907,0.1060893552586702,0.5216906028673628,0.5216494242551577,0.42410905,0.4246281272039484,0.4801787243126356,0.6289235421180418,1.0955899737288082,1.1018864510952318
3385,Y8_V8_O24,Y8V8O24.vasp,NOT,train,Y8,8,Y,8,,,0,,1.68,-344.086598,-374.174598,-9.35436495,0,0,0.77587086,0.77587086,1.6805735879396737,0.6435872794110385,0.6433621878029158,0.5247285289349821,0.5242833261321089,0.6229701337120341,0.6230219270538433,0.711592764,0.7109600235260083,0.775860731,0.7756976106213019,6.836108575786116e-05,1.6800419051945947
4017,La8_Sc4_Ni4_O24,La8Sc4Ni4O24.vasp,NOT,train,La8,8,La,8,,,0,,0.595,-305.443064,-332.095064,-8.3023766,-2,0.668463287,0.282996188,0.351819118,0.5961537243664743,-0.288200675,-0.288208999,-0.502526821,-0.502632389,0.3718298977804226,0.3719063980520957,0.1694978534919293,0.1706373621587157,0.2829914077024551,0.3523122720185064,0.6684105201106579,0.5951910115813782
2752,Ba4_Mg4_V2_Ce6_O24,Ba4Mg4V2Ce6O24.vasp,NOT,train,Ba4,8,Ba,4,Mg4,Mg,4,,1.099,-295.235798,-315.123798,-7.87809495,-2,0.57956921,0.692360877,0.72640577,1.0985637142977946,0.1446298583996496,0.1443781813212055,0.1034587083682299,0.1033305232574421,0.5210182355413556,0.5210931685743425,0.422360278,0.4218157220136692,0.6924366019995128,0.7262863664233916,0.5794793536018719,1.0990961612118506
3276,Y4_Ba4_Ce4_Ni4_O24,Y4Ba4Ce4Ni4O24.vasp,NOT,train,Y4,8,Y,4,Ba4,Ba,4,,0.003,-285.719534,-312.371534,-7.80928835,8,1.144084392,0.756961043,0.859058744,0.003015127,-0.796604795,-0.797255138,-4.342805922,-4.343379091,0.002990959,0.002942692,-1.639006085,-1.640310842,0.7569367963121313,0.8586650304688533,1.1440903317178526,0.002852032
4309,Sr8_Ce7_Si1_O24,Sr8Ce7Si1O24.vasp,NOT,train,Sr8,8,Sr,8,,,0,,1.896,-303.182702,-319.670702,-7.99176755,0,0.25117745,0.25117745,0.546287422,1.896150687132416,0.8290860796493519,0.8287250614063368,0.6450068052320104,0.645364146,0.6503733382359527,0.6504232015804569,0.8269770789601989,0.826564814,0.2511437390902682,0.5463082995982462,0.2511889318933781,1.8961679743356805
922,Pr6_Hf2_Zn2_Fe6_O24,Pr6Hf2Zn2Fe6O24.vasp,NOT,train,Pr6,8,Pr,6,Hf2,Hf,2,,2.128,-294.764807,-324.788807,-8.119720175,2,0.670803685,0.623998544,0.623998544,2.1284421415966874,1.0283255317571698,1.028322412753343,0.7598708126028534,0.7605359288579826,0.6755615013706177,0.675428194,0.963033898,0.9621417238965816,0.623979378,0.6247818330509637,0.6707814833398574,2.1282756469638615
547,La6_Gd2_Mn8_O24,La6Gd2Mn8O24.vasp,NOT,train,La6,8,La,6,Gd2,Gd,2,,0.345,-338.572171,-368.404171,-9.210104275,32,0.428923236,0.54631343,0.54631343,0.3452780405561923,-0.502898361,-0.503254686,-1.03563749,-1.036612734,0.255960409,0.2559817664013286,0.011459427,0.010709079,0.5463452279197675,0.5459864476730859,0.4289444017960575,0.3450508187281407
3269,Sr4_Mg4_Ta4_Zr4_O24,Sr4Mg4Ta4Zr4O24.vasp,NOT,train,Sr4,8,Sr,4,Mg4,Mg,4,,0.002,-328.221357,-344.709357,-8.617733925,0,0.620815963,0.850815963,0.850815963,0.001826948,-0.797463585,-0.797922796,-4.422848629,-4.423084015,0.001995978,0.001872241,-1.810824788,-1.810524976,0.8508163380980728,0.8504877100439282,0.6208582314939676,0.00197708
3739,Sr8_Fe2_Ni6_O24,Sr8Fe2Ni6O24.vasp,NOT,train,Sr8,8,Sr,8,,,0,,0.174,-219.343484,-255.589484,-6.3897371,25.7657,0.787954344,0.267809604,0.566171304,0.1746356820137104,-0.649751578,-0.650529301,-1.692819521,-1.691690021,0.1480365871823864,0.1480731234273338,-0.170038575,-0.170205905,0.267843769,0.5657972190485671,0.7879050133132416,0.17408717008476954
2029,Y4_Sr4_Mn7_Ni1_O24,Y4Sr4Mn7Ni1O24.vasp,NOT,train,Y4,8,Y,4,Sr4,Sr,4,,0.004,-296.520776,-327.225776,-8.1806444,21,0.380760069,0.129837977,0.246445995,0.003610251,-0.795746004,-0.796774347,-4.268697949,-4.270140556,0.003983944,0.003956764,-1.415502847,-1.416701996,0.1298742075620167,0.246222873,0.3807070061594728,0.004140703
1886,Sr4_Ca4_Ta8_O24,Sr4Ca4Ta8O24.vasp,NOT,train,Sr4,8,Sr,4,Ca4,Ca,4,,0.026,-341.154461,-357.642461,-8.941061525,0,0.170134442,0.712672457,0.712672457,0.026306432,-0.776852608,-0.777524629,-3.324236341,-3.324316126,0.025336239,0.02527423,-0.699969396,-0.700212118,0.7127643344981638,0.7139611282180899,0.1701555933210864,0.026093566863809318
1643,Ba4_Gd4_Fe8_O24,Ba4Gd4Fe8O24.vasp,NOT,train,Ba4,8,Ba,4,Gd4,Gd,4,,0.035,-311.725921,-346.261921,-8.656548025,50,0.61735689,0.257164802,0.481308021,0.035976948,-0.769123491,-0.76865405,-3.101092789,-3.101246359,0.033807689,0.034007418,-0.61204791,-0.612753944,0.2571404485216752,0.4811668848690425,0.617431197,0.034957024394216565
3132,Ca4_Mg4_Zr4_P4_O24,Ca4Mg4Zr4P4O24.vasp,NOT,train,Ca4,8,Ca,4,Mg4,Mg,4,,1.366,-297.395722,-313.883722,-7.84709305,0,0.714416145,0.941766145,0.939115857,1.3653946809784363,0.3739269864720091,0.3734622410182693,0.31918074,0.319184709,0.5741353342642093,0.5740809799239418,0.5632698925526987,0.563170612,0.9417451881696158,0.9390684310026054,0.7144384796657107,1.3660466795105892
4523,Ca8_Ce2_Mn6_O24,Ca8Ce2Mn6O24.vasp,NOT,train,Ca8,8,Ca,8,,,0,,0.435,-283.138408,-309.634408,-7.7408602,18,0.660337628,0.303746337,0.402895267,0.4347114158594597,-0.425607194,-0.424485531,-0.809680997,-0.810324506,0.3023599270384258,0.3024630957673898,0.072816745,0.072797384,0.3036943191763022,0.4028090494965857,0.660267055,0.4350452263301495
2098,Pr4_Sr4_Mn2_Co6_O24,Pr4Sr4Mn2Co6O24.vasp,NOT,train,Pr4,8,Pr,4,Sr4,Sr,4,,0.004,-270.331572,-299.983572,-7.4995893,26,0.78927745,0.101227082,0.24700628,0.00417266,-0.795746004,-0.79531471,-4.268697949,-4.26813451,0.003983944,0.003970626,-1.416955789,-1.416017285,0.1012758993268547,0.2467024531308781,0.7892984132060025,0.004022823
4105,Sr8_V4_Co4_O24,Sr8V4Co4O24.vasp,NOT,train,Sr8,8,Sr,8,,,0,,1.925,-267.807491,-297.647491,-7.441187275,16,0.623450573,0.299077221,0.310052848,1.9255453097375588,0.8539910111628292,0.8546296454838777,0.6601073264817452,0.6593538091756501,0.6537420533994356,0.6537753215261379,0.8390417429449785,0.8385856024519299,0.2991298794062256,0.3095703731545118,0.623444226,1.9250139332465894
3683,Ba8_Ta2_Nb6_O24,Ba8Ta2Nb6O24.vasp,NOT,train,Ba8,8,Ba,8,,,0,,0.077,-329.998607,-346.486607,-8.662165175,0.9085,0.314112886,0.774112886,0.80094737,0.077544365,-0.73305428,-0.732147203,-2.44184716,-2.441958653,0.071455342,0.071353298,-0.366472764,-0.365772822,0.7741318583575776,0.8012550904905538,0.314091462,0.077129963
4231,Ba8_Zr7_Y1_O24,Ba8Zr7Y1O24.vasp,NOT,train,Ba8,8,Ba,8,,,0,,3.399,-328.9191,-345.4071,-8.6351775,0.4904,0,0,0.101851952,3.3977189736488884,2.1198485646409484,2.1200919628105663,1.226418993155766,1.2272119630502512,0.7661322348227623,0.7661004703932109,1.5713726763906606,1.570359635710043,3.9940305035794726e-05,0.101353519,-3.81E-05,3.399114352696157
4671,Sr8_Hf4_Zr4_O24,Sr8Hf4Zr4O24.vasp,NOT,train,Sr8,8,Sr,8,,,0,,3.936,-339.902663,-356.390663,-8.909766575,0,0,0,0.027890534,3.936262854493158,2.5810191930111994,2.580942020798024,1.3727024076004235,1.3720006716233797,0.7902954725656093,0.7903164017907643,1.9999758612497915,1.9999540852945985,-8.62E-06,0.028389189,7.551917469479984e-06,3.9360908731936166
837,Sr6_Ca2_Nb6_Fe2_O24,Sr6Ca2Nb6Fe2O24.vasp,NOT,train,Sr6,8,Sr,6,Ca2,Ca,2,,0.017,-310.439876,-331.439876,-8.2859969,1.9198,0.275837613,0.490831568,0.508527264,0.017208878,-0.784581724,-0.78445713,-3.611918413,-3.612478549,0.016713709,0.016661909,-0.840558413,-0.841327105,0.4908608986664977,0.5083731090289143,0.2758840927184445,0.016980149833144307
602,Pr6_Gd2_Mn8_O24,Pr6Gd2Mn8O24.vasp,NOT,train,Pr6,8,Pr,6,Gd2,Gd,2,,0.439,-335.889925,-365.721925,-9.143048125,32,0.160364027,0.125167894,0.125167894,0.4389382537168251,-0.422172031,-0.422708873,-0.800732391,-0.801255729,0.3042864248528568,0.3042196083499931,0.074420039,0.074646087,0.125114433,0.1248961287346696,0.1602997169986794,0.43897316853984697
3442,Ba8_Zr7_Fe1_O24,Ba8Zr7Fe1O24.vasp,NOT,train,Ba8,8,Ba,8,,,0,,0.107,-322.169805,-340.913805,-8.522845125,2.1927,0.059389752,0,0.145880968,0.106565578,-0.707290558,-0.707331605,-2.145581344,-2.14485084,0.096584707,0.096578275,-0.284959591,-0.284964777,1.0825745666814125e-05,0.1457883374827614,0.059383105,0.10689243942142222
